id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
19847550,https://www.airbnb.com/rooms/19847550,20210225210417,2021-02-27,*New Construction Luxury Kendall Square Townhouse*,"Welcome to the Kendall Square Townhomes!!! This 2,200 SF luxury home is brand new and recently began accepting reservations for occupancy. <br /><br />The four floor unit includes 3 bedrooms and 3.5 bathrooms. The highest end finishes and latest technology can be found throughout the residence.<br /><br />The most central Cambridge location one can ask for is enhanced by top-of-line appliances, direct access garage parking and an outdoor, private deck. Close to the subway, Harvard, MIT and adjacent to Kendall Sq.<br /><br /><b>The space</b><br />* 3 Bedroom, 3.5 Bathroom brand new luxury townhouse<br />* Centrally located between Kendall Square, Harvard Square, Central Square and Inman Square <br />* 5 minute walk to Pharma and Tech office buildings in Kendall Square (Main Street, Broadway, Binney Street, etc.)<br />* Walk Score of 93 Bike Score of 100<br />* Transit Oriented: 1/2 Mile to Red Line (T/subway) at both Kendall/MIT and Central Square Stations, 7 minute Uber to North Statio",,https://a0.muscache.com/pictures/2bda81f4-0eae-40f1-9040-39bbdc0877de.jpg,111823791,https://www.airbnb.com/users/show/111823791,Parker,2017-01-16,"Newton, Massachusetts, United States","",within a few hours,100%,N/A,f,https://a0.muscache.com/im/pictures/user/c09cdc69-e6a0-4221-b54c-c77d2ef5f49e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c09cdc69-e6a0-4221-b54c-c77d2ef5f49e.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone', 'google', 'reviews', 'offline_government_id', 'government_id']",t,t,,The Port,,42.36595,-71.09309,Entire townhouse,Entire home/apt,10,,3.5 baths,3,5,"[""Iron"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""TV"", ""Stove"", ""Breakfast"", ""Oven"", ""Coffee maker"", ""Hot water"", ""Microwave"", ""First aid kit"", ""Air conditioning"", ""Washer"", ""Shampoo"", ""Extra pillows and blankets"", ""Kitchen"", ""Cooking basics"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dryer"", ""Pack \u2019n Play/travel crib"", ""Refrigerator"", ""Hangers"", ""Hair dryer"", ""Ethernet connection"", ""Bed linens"", ""Wifi"", ""Long term stays allowed"", ""Heating"", ""Patio or balcony"", ""Dishes and silverware"", ""Fire extinguisher"", ""Host greets you"", ""Free parking on premises""]",$800.00,91,1125,91,91,1125,1125,91.0,1125.0,,t,29,59,89,178,2021-02-27,0,0,0,,,,,,,,,,,f,1,1,0,0,
19911587,https://www.airbnb.com/rooms/19911587,20210225210417,2021-02-26,WALK to HARVARD&MIT with MEMORY BED 5,"TOTALLY PRIVATE ROOM,Clean and comfortable room with MEMORY BED,5 minutes walk to Central Square, Cambridge, and the Red Line, MBTA Subway station.Walking distance to HARVARD&MIT(Massachusetts Institute of Technology)15 minutes driving distance Boston downtown, Boston Collage and Boston University. A lots of restaurants are in 5 minutes walking distance.<br />5 minutes to HUBWAY<br />I will give you a key for the house, so you can come and go as you want<br />THIS IS WHAT ARE YOU LOOKING FOR<br /><br /><b>The space</b><br />This room is in 1st floor<br /><br /><b>Guest access</b><br />will give you a key for the house, so you can come and go as you want.Bathroom: shower, take as many as you want! I will provide you with towels. You are welcome to have a bath, but on your own as it will not fit more than one adult.<br /><br /><b>Other things to note</b><br />freedom but DO NOT BOTHER the other","Couple blocks from the center of Central Square, full of everything you need, including ethnic restaurants, cafes, banks/ATM,live music and theatre venues, conveniences, and the subway red line and bus stops.",https://a0.muscache.com/pictures/747fc6ca-295f-47ab-b13b-f6bc3eb085df.jpg,15154687,https://www.airbnb.com/users/show/15154687,John,2014-05-05,"Massachusetts, United States","",within an hour,100%,99%,f,https://a0.muscache.com/im/users/15154687/profile_pic/1415225190/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/15154687/profile_pic/1415225190/original.jpg?aki_policy=profile_x_medium,Cambridge,18,18,"['email', 'phone', 'reviews', 'kba']",t,f,"Cambridge, Massachusetts, United States",Riverside,,42.36551,-71.10851,Private room in house,Private room,2,,2 shared baths,1,1,"[""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Bed linens"", ""Air conditioning"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Lock on bedroom door"", ""Microwave"", ""Dishes and silverware"", ""Keypad"", ""Essentials"", ""Hair dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Hangers"", ""Hot water"", ""Shampoo""]",$40.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,28,58,88,363,2021-02-26,188,37,2,2017-07-20,2021-01-30,90,9,8,9,9,10,9,,f,13,1,12,0,4.28
19942644,https://www.airbnb.com/rooms/19942644,20210225210417,2021-02-27,3A *REDUCED*! HARVARD MiT LOCATION! SPOTLESS 1BR,"Fully furnished immaculate private 1Bedroom on historic Bigelow street. Centrally located!  Perfect for sabbaticals, tourists, or executive stays. Walk to all-Harvard, MIT, HBS, Kendal. Bus & MBTA (redline) are all under 3 minute walk. Steps to Whole Foods, amazing restaurants, coffee shops, bookstores, pubs, etc.! New furniture, wood floors, clean arrival linens & towels, soaps, shampoo, conditioner & lotion supplied upon arrival. Free wifi. Window unit AC.<br /><br /><b>The space</b><br />Apartment 3A is a large gorgeous immaculate top floor one bedroom apartment. Our apartment has wood floors, clean arrival set of linens & towels, kitchenware, etc!  To top it off, your bed will be made up of fresh sheets upon arrival so you can drop your luggage and relax after your flight. We welcome short & long executive stays, sabbaticals or other guests visiting Cambridge for a few months and need a home away from home. Please send us a note for more details or any questions you might have.  We","Fantastic neighborhood filled with great music, pubs, restaurants, bookstores, coffee shops and wonderful people! We are literally smack between Harvard & MIT.  The location is technically considered Mid-Cambridge, but people think of it as Central Square.  Bigelow Street is a wonderful historic street kitty corner from the gorgeous City Hall green.",https://a0.muscache.com/pictures/996368f0-c21b-4ae7-8756-47a25ea33ed9.jpg,81038,https://www.airbnb.com/users/show/81038,Louisa,2010-02-14,"Cambridge, Massachusetts, United States","We are a household of writers, Illustrators, animators, filmmakers, graphic novelists, musicians, technologists, immersive storytellers, visual narrative artists, and entrepreneurs..",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/70ab1643-e13d-4bd6-b13b-2cfd6ddc362d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70ab1643-e13d-4bd6-b13b-2cfd6ddc362d.jpg?aki_policy=profile_x_medium,Cambridge,8,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Cambridge, Massachusetts, United States",Mid-Cambridge,,42.36765,-71.1059,Entire condominium,Entire home/apt,2,,1 bath,1,1,"[""Conditioner"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Keurig coffee machine"", ""Fire extinguisher"", ""Babysitter recommendations"", ""Bathtub"", ""Washer \u2013\u00a0In building"", ""Essentials"", ""Hot water"", ""Freezer"", ""Laundromat nearby"", ""Bed linens"", ""Shower gel"", ""Refrigerator"", ""Kitchen"", ""Dryer \u2013 In building"", ""Keypad"", ""Portable fans"", ""Coffee maker"", ""Long term stays allowed"", ""Stove"", ""Hangers"", ""Oven"", ""Dedicated workspace"", ""Body soap"", ""First aid kit"", ""Dishes and silverware"", ""TV"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Shampoo"", ""Wifi"", ""Private entrance"", ""Hair dryer"", ""Radiant heating"", ""Dishwasher"", ""Paid parking off premises""]",$125.00,2,120,2,2,1125,1125,2.0,1125.0,,t,0,0,13,282,2021-02-27,87,8,2,2017-08-15,2021-02-21,97,10,10,10,10,10,9,C0194540491,t,9,9,0,0,2.02
20024644,https://www.airbnb.com/rooms/20024644,20210225210417,2021-02-26,Bright & updated 2BR in Central Sq! Harvard/MIT,"Stunning, modern, and newly renovated duplex only a 5 minute walk to vibrant Central Square and the red line station! Nestled in the heart of Cambridge, this is the perfect place to be based to explore Harvard, MIT, Kendall Square and Boston. Located on a residential street corner steps away from some of the best restaurants and bars in the Boston area - you can't beat this location!<br /><br /><b>The space</b><br />Brand new CASPER mattresses, super-soft sheets, luxurious towels, Pharmacopia Natural and Organic amenity sets, WiFi, smart tv w/ cable and access to Netflix, Hulu, Bluetooth turntable, washer/dryer await. And, you have full use of our brand new eat-in kitchen, spacious living room, and patio.<br /><br />- Kitchen, living room, patio and half bathroom located on first floor.<br />- (2) bedrooms, (1) full bathroom and washer /dryer are located garden level.<br /><br />Welcome to your home away from home!<br /><br /><b>Guest access</b><br />Guests have access to the entire ap","Neighbor overview//<br /><br />• MIT (0.4 miles) and Harvard (0.8 miles) Steps to Lopez Park Playground <br />• Nearby grocery (Target - 0.2 miles, Whole Foods- 0.5 miles, H Mart 0.2, Harvest Co-op 0.2 miles) <br />• Nearby Coffee/ tea /cafe (Andala 0.3 miles, Caffe Nero 0.3, 1369 Cafe - 0.4 miles and many more!) <br />• Over 15 + restaurants/bars/clubs within 0.5 mile radius <br />• Charles River Canoe / Kayak (1.4 miles) and the beautiful esplanade of the Charles River (1.7 miles)",https://a0.muscache.com/pictures/7a4d270c-495d-4046-a36f-852ac70d5ff9.jpg,112868041,https://www.airbnb.com/users/show/112868041,Jamie,2017-01-23,"Boston, Massachusetts, United States","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/a6d41d3a-5e1a-4313-8482-171724f51957.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a6d41d3a-5e1a-4313-8482-171724f51957.jpg?aki_policy=profile_x_medium,Cambridge,7,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Cambridge, Massachusetts, United States",Cambridgeport,,42.36167,-71.10653,Entire condominium,Entire home/apt,6,,1.5 baths,2,2,"[""Bed linens"", ""Hangers"", ""Hot water"", ""Hair dryer"", ""First aid kit"", ""Shampoo"", ""Dedicated workspace"", ""Long term stays allowed"", ""Pack \u2019n Play/travel crib"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Smart lock"", ""TV"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Essentials"", ""Dishes and silverware"", ""Refrigerator"", ""Wifi"", ""Dryer"", ""Iron"", ""Air conditioning"", ""Heating"", ""Washer"", ""Fire extinguisher"", ""Coffee maker"", ""Cooking basics"", ""Breakfast"", ""Cable TV""]",$275.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,23,47,69,69,2021-02-26,116,1,0,2017-07-30,2020-03-01,97,10,10,10,10,10,10,,t,4,4,0,0,2.66
20074456,https://www.airbnb.com/rooms/20074456,20210225210417,2021-02-27,Charles River/Harvard Square - free parking,"*Apartment is thoroughly cleaned after each reservation, surfaces wiped<br /><br />Apartment with River views<br />Kid and family friendly <br />Two bedrooms, (queen beds)<br />Living room: sofa, Large 48"" HD TV<br />Wifi, cable included<br />Full kitchen with utensils, pots, pans<br />Coin-op laundry in basement - 3 nights or more 2 free washes (wash+dry)<br />Comfortable memory foam queen mattresses<br />Short walk to havard square, restaurants, trains, buses, Mount Auburn Hospital<br />Well maintained historic building.<br /><br /><b>License number</b><br />STR-15588",,https://a0.muscache.com/pictures/9f0658ab-a835-4b24-8a9c-e26a67de1278.jpg,87618246,https://www.airbnb.com/users/show/87618246,Mike,2016-08-02,"Framingham, Massachusetts, United States","",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/2fc03aee-9042-4064-864c-ab192425272b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2fc03aee-9042-4064-864c-ab192425272b.jpg?aki_policy=profile_x_medium,Cambridge,3,3,"['phone', 'facebook', 'reviews']",t,f,,West Cambridge,,42.37567,-71.12986,Entire apartment,Entire home/apt,6,,1 bath,2,2,"[""Carbon monoxide alarm"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Heating"", ""Essentials"", ""Hot water"", ""Washer"", ""Dryer"", ""Refrigerator"", ""Kitchen"", ""Keypad"", ""Coffee maker"", ""Long term stays allowed"", ""Hangers"", ""Free parking on premises"", ""Dedicated workspace"", ""Cooking basics"", ""TV"", ""Microwave"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer""]",$109.00,1,1125,1,2,1125,1125,1.3,1125.0,,t,0,0,25,60,2021-02-27,160,24,1,2017-08-03,2021-01-28,92,10,10,10,10,10,9,STR-15588,t,3,3,0,0,3.68
20074638,https://www.airbnb.com/rooms/20074638,20210225210417,2021-02-26,Sunny Apt near MIT/Harvard Central Sq-FreeParking,"BIG & BRIGHT renovated 1 bdrm apt w/10 FT ceilings.<br /><br />Walk to MIT or HARVARD. We’re in Cambridge Central Sq., 5 min walk to Red Line Central Sq. Station, 8-12 min walk to MIT & Harvard Square. Parking Pass available upon request.<br /><br />KEY PAD CODE ENTRY! SELF-check in/out. Private entrance. <br /><br />Free coffee (Keurig). MINIMALIST KITCHEN: Pots, pans, cutlery, silverware, cups, plates, bowls w/20 spice rack.<br /><br />50"" TV w/Cable <br /><br />1 Queen bed, 1 leather sleeper sofa, 1 chaise sleeper & 1 Gray sleeper sofa<br /><br /><b>The space</b><br />PLEASE READ OUR POST AND LOOK AT OUR PHOTOS. FEEL FREE TO COMMUNICATE WITH US. We’re always happy to help! <br /><br />If you need something, please ask. We may be able to accommodate your request. We’ve helped guests with drop off laundry, grocery services, local shopping and more!<br /><br /><br />DESCRIPTION:<br /><br />Bright 1 bedroom home with 10 FT ceilings just a few blocks away from the Central Sq. Red Line St","Cool bars, fine dinning, nightlife and water front all within a few minute walk!<br /><br />Waterfront where they host the Head of the Charles Regatta is 5 blocks away!<br /><br />The Central Square Red Line Station is a few blocks away. Walk to Central Square, Harvard Square and MIT.<br /><br />I90 Mass Pike just a short distance away. 10 Minute cab ride to Bostons Newbury Street and Copley Areas. <br /><br />12-20 minutes to/from South Station bus and train terminal by train or car. <br /><br />We're only 7.5 Miles from Boston Logan Airport. 15-20 minute cab ride to/from airport.",https://a0.muscache.com/pictures/089882fa-4a7f-4c80-988a-1a6c77522708.jpg,55554594,https://www.airbnb.com/users/show/55554594,David,2016-01-21,"Cambridge, Massachusetts, United States","Just a laid back guy originally from Cambridge! I love to travel, laugh, and connect with people. ",within an hour,78%,100%,t,https://a0.muscache.com/im/pictures/user/50ba0ce2-f77b-4cf0-916f-bc0be6e04d6e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/50ba0ce2-f77b-4cf0-916f-bc0be6e04d6e.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Cambridge, Massachusetts, United States",Riverside,,42.36583,-71.1098,Entire house,Entire home/apt,5,,1 bath,1,1,"[""Carbon monoxide alarm"", ""Smoke alarm"", ""Air conditioning"", ""Single level home"", ""Bathtub"", ""Heating"", ""Cable TV"", ""Essentials"", ""Hot water"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Bed linens"", ""Refrigerator"", ""Outlet covers"", ""Kitchen"", ""Keypad"", ""Coffee maker"", ""Long term stays allowed"", ""Stove"", ""Hangers"", ""Oven"", ""Dedicated workspace"", ""Free street parking"", ""First aid kit"", ""Dishes and silverware"", ""TV"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Shampoo"", ""Garden or backyard"", ""Wifi"", ""Extra pillows and blankets"", ""Private entrance"", ""Hair dryer"", ""Dishwasher""]",$153.00,2,90,2,2,1125,1125,2.0,1125.0,,t,30,60,90,180,2021-02-26,117,10,3,2017-09-17,2021-02-25,96,10,10,10,10,10,9,C0245140491,t,1,1,0,0,2.79
20153407,https://www.airbnb.com/rooms/20153407,20210225210417,2021-02-26,Private room in spacious home near Harvard Square,"Prime location! One private bedroom available in a 3 bedroom, 2 bathroom beautiful home. Bright, spacious former carriage house, tucked away from the street. Well-equipped kitchen, large bathroom (shared with 1 other person), lush garden and patio. Only a 10-minute walk from Harvard Square. The available room is on the 2nd floor of the house. You will be sharing the house with me (I live on the second floor) and my housemate (he lives in the finished basement).<br /><br /><b>Guest access</b><br />Feel free to use the bathroom next to your room, the kitchen, and relax in the spacious living/dining room.",,https://a0.muscache.com/pictures/f14ced36-1a2e-4da1-83ca-0027bce0b938.jpg,16849714,https://www.airbnb.com/users/show/16849714,Rachel,2014-06-16,"Cambridge, Massachusetts, United States","Epidemiologist, photographer, knitter, and cook that loves to travel.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/0291481a-3156-43dd-acb1-eda09b63b588.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0291481a-3156-43dd-acb1-eda09b63b588.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,,Mid-Cambridge,,42.37131,-71.1096,Private room in townhouse,Private room,1,,1 shared bath,1,1,"[""Dishes and silverware"", ""Room-darkening shades"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Coffee maker"", ""Microwave"", ""Garden or backyard"", ""Host greets you"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Heating"", ""Patio or balcony"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Long term stays allowed"", ""First aid kit"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Indoor fireplace"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Iron"", ""Oven"", ""Extra pillows and blankets""]",$72.00,91,1125,91,91,1125,1125,91.0,1125.0,,t,30,60,90,180,2021-02-26,14,0,0,2017-08-23,2017-11-18,95,10,10,10,10,10,9,,f,1,0,1,0,0.33
20355928,https://www.airbnb.com/rooms/20355928,20210225210417,2021-02-27,4B HUGE AMAZING SPOTLESS CAMBRIDGE HARVARD/MiT,"Amazing huge spotless flat in our boutique (only 6 units) building on historic Bigelow Street. Amazing location! Fully furnished and spotless 1B. Walk to Harvard, MIT, HBS, Whole Foods, contactless restaurants. Bus and Blue bike station at bottom of street. Subway 2 blocks. All utilities included. Great Wi-Fi. Window AC. We own/love & live here too!<br /><br />NOTE: Guests must stay 6’ apart from other guests and masks are required of all guests entering/exiting our building as well as all common areas<br /><br /><b>The space</b><br />Apartment 4B is a beautiful large unit which has a full kitchen, large bathroom, large living room and large bedroom.  Could be easily shared for two individuals or couple. Please see photos. #4B is truly an amazing Spotless flat!<br /><br /><b>Guest access</b><br />The entire private secure apartment. as well as access to our indoor secure bike room/rubbish/recycling room and laundry(coin operated) room.<br /><br />COVID RULES: By booking our flat and us","We love our neighborhood!  We are on historic Bigelow Street. You can walk to just about anything, and/or jump on the T, bus or bike - all under 3 minutes from our front door. There are fabulous contactless restaurants, Whole Foods grocery, local coffee shops all within steps from our home.",https://a0.muscache.com/pictures/miso/Hosting-20355928/original/d4d68397-121e-44a1-9bbb-794b67fce29f.jpeg,81038,https://www.airbnb.com/users/show/81038,Louisa,2010-02-14,"Cambridge, Massachusetts, United States","We are a household of writers, Illustrators, animators, filmmakers, graphic novelists, musicians, technologists, immersive storytellers, visual narrative artists, and entrepreneurs..",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/70ab1643-e13d-4bd6-b13b-2cfd6ddc362d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70ab1643-e13d-4bd6-b13b-2cfd6ddc362d.jpg?aki_policy=profile_x_medium,Cambridge,8,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Cambridge, Massachusetts, United States",Mid-Cambridge,,42.3677,-71.10584,Entire condominium,Entire home/apt,2,,1 bath,1,1,"[""Freezer"", ""Dishes and silverware"", ""Keurig coffee machine"", ""Essentials"", ""Smoke alarm"", ""Trash compactor"", ""Dryer \u2013 In building"", ""Coffee maker"", ""Microwave"", ""Conditioner"", ""Shampoo"", ""Washer \u2013\u00a0In building"", ""Hair dryer"", ""Heating"", ""Baking sheet"", ""Babysitter recommendations"", ""Portable air conditioning"", ""Wifi"", ""Private entrance"", ""Dedicated workspace"", ""TV"", ""Long term stays allowed"", ""Laundromat nearby"", ""Keypad"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Shower gel"", ""Hangers"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Iron"", ""Bathtub"", ""Oven"", ""Extra pillows and blankets"", ""Body soap""]",$160.00,2,120,2,2,1125,1125,2.0,1125.0,,t,30,60,90,359,2021-02-27,76,6,1,2017-08-27,2021-02-11,98,10,10,10,10,10,9,C0194540491,t,9,9,0,0,1.78
20403672,https://www.airbnb.com/rooms/20403672,20210225210417,2021-02-26,2A Cambridge Harvard MIT. Amazing flat,Amazing 1 Bedroom flat in our boutique building. #2A is a wonderful flat. A small bedroom/bathroom and a wonderful large living/dining area with baywindows and incredible light. New windows and wood floors<br /><br /><b>The space</b><br />Wonderful sunlit 1 bedroom flat!<br /><br /><b>License number</b><br />C1094540491,,https://a0.muscache.com/pictures/c750629e-ea0b-4e28-8112-e9ad6dcb0676.jpg,81038,https://www.airbnb.com/users/show/81038,Louisa,2010-02-14,"Cambridge, Massachusetts, United States","We are a household of writers, Illustrators, animators, filmmakers, graphic novelists, musicians, technologists, immersive storytellers, visual narrative artists, and entrepreneurs..",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/70ab1643-e13d-4bd6-b13b-2cfd6ddc362d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/70ab1643-e13d-4bd6-b13b-2cfd6ddc362d.jpg?aki_policy=profile_x_medium,Cambridge,8,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,,Mid-Cambridge,,42.3677,-71.10584,Entire condominium,Entire home/apt,2,,1 bath,1,1,"[""Conditioner"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Keurig coffee machine"", ""Fire extinguisher"", ""Babysitter recommendations"", ""Bathtub"", ""Heating"", ""Essentials"", ""Portable air conditioning"", ""Hot water"", ""Freezer"", ""Laundromat nearby"", ""Washer"", ""Dryer"", ""Bed linens"", ""Shower gel"", ""Refrigerator"", ""Kitchen"", ""Keypad"", ""Coffee maker"", ""Long term stays allowed"", ""Stove"", ""Hangers"", ""Oven"", ""Dedicated workspace"", ""Body soap"", ""First aid kit"", ""Dishes and silverware"", ""TV"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Shampoo"", ""Wifi"", ""Extra pillows and blankets"", ""Private entrance"", ""Ceiling fan"", ""Baking sheet"", ""Hair dryer""]",$120.00,2,120,1,2,1125,1125,2.0,1125.0,,t,0,0,3,264,2021-02-26,90,4,1,2017-09-03,2021-02-01,97,10,10,10,10,10,9,C1094540491,t,9,9,0,0,2.12
20419752,https://www.airbnb.com/rooms/20419752,20210225210417,2021-02-27,Spacious & Private 3BR Central Sq w/ Cooks Kitchen,"The best location in Cambridge! Beautifully upgraded, spacious and private home with full working kitchen and air conditioning is located near many restaurants (lots of take-out and delivery options), and attractions the city has to offer. Situated in the heart of Cambridge, within minutes of Union Square, MIT, Harvard, Tufts, Central Square, Inman Square, Fenway Park, downtown and more! A great place for family, friends, and business travelers alike, you will love this home away from home.<br /><br /><b>The space</b><br />Spacious, sunny and modern three bedroom apartment home only two blocks from Central Square Red Line station in Cambridge with conditioning!  <br /><br />Modern living with granite counter tops, stainless appliances, dishwasher, disposal, microwave & gas stove. Two large bedrooms with queen size beds and a third bedroom with full size bed, window and closet. Open living room and dining area.<br /><br />This sun filled flat is the ideal Cambridge location. We are a 1 ","Features:<br />higher education - music - great food options - bars - street performers ·Harvard University - MIT - parks - museums <br /><br />We love our neighborhood!  You can walk to just about anything, and/or jump on the T, bus or bike - all under 3 minutes from our front door. There are fabulous restaurants, H-mart (across the street), Target, Whole Foods grocery, local coffee shops (or Starbucks), local pubs and shops - all within steps from our home.",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-20419752-unapproved/original/969a4c48-35d9-4f93-b882-6901763d6d39.JPEG,145655051,https://www.airbnb.com/users/show/145655051,Karen,2017-08-12,"Cambridge, Massachusetts, United States","A long time resident of Cambridge, I love living in this culturally diverse city right between some of the best educational institutions in the world.  Everything is a short t or walk away.  Originally from Toronto, Canada I love to travel and have enjoyed the Airbnb experience in other countries.  I am excited to now be a host and share our home with others coming to experience Cambridge. ",within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/1d0db54c-3b8c-4e32-bda8-93d3781efa23.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1d0db54c-3b8c-4e32-bda8-93d3781efa23.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Cambridge, Massachusetts, United States",The Port,,42.365,-71.10213,Entire apartment,Entire home/apt,5,,1 bath,3,3,"[""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Bathtub"", ""Children\u2019s dinnerware"", ""High chair"", ""Heating"", ""Essentials"", ""Hot water"", ""Room-darkening shades"", ""Washer"", ""Dryer"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Keypad"", ""Pack \u2019n Play/travel crib"", ""Coffee maker"", ""Long term stays allowed"", ""Stove"", ""Hangers"", ""Baby bath"", ""Oven"", ""Dedicated workspace"", ""First aid kit"", ""Dishes and silverware"", ""Paid parking on premises"", ""TV"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Shampoo"", ""Wifi"", ""Extra pillows and blankets"", ""Private entrance"", ""Hair dryer"", ""Dishwasher"", ""Paid parking off premises""]",$296.00,4,59,4,4,59,59,4.0,59.0,,t,18,21,47,136,2021-02-27,137,13,0,2017-09-27,2020-12-19,97,10,10,10,10,10,9,ROC-15228847-004,f,1,1,0,0,3.29
